HANDLE,ESTRUTURA,CBOS,FAIXA_ETARIA,ANO,MES,REGIME_ATENDIMENTO,QTDE_PAGA,VALOR_PAGO
1002,1.01.01.012,PEDIATRIA,PED,2025,7,DOMICILIAR,4,114.33
1151,1.01.01.012,CARDIOLOGIA,PED,2025,7,DOMICILIAR,2,177.19
1024,3.01.02.005,,PED,2025,7,AMBULATORIAL,4,90.3
1175,1.01.01.012,OTORRINOLARINGOLOGIA,PED,2025,7,INTERNAÇÃO HOSPITALAR,3,109.64
1108,1.01.02.001,,ADULTO,2025,7,AMBULATORIAL,1,147.12
1106,1.01.02.001,,PED,2025,7,DOMICILIAR,4,123.03
1126,2.01.01.010,,PED,2025,7,DOMICILIAR,5,173.76
1188,1.02.01.003,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,5,96.99
1077,1.01.01.012,OTORRINOLARINGOLOGIA,ADULTO,2025,7,AMBULATORIAL,2,118.35
1121,1.01.02.001,,ADULTO,2025,7,AMBULATORIAL,2,83.29
1182,2.01.01.010,,PED,2025,7,INTERNAÇÃO HOSPITALAR,4,154.15
1053,1.02.01.003,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,2,122.84
1021,1.01.01.012,PSIQUIATRIA,ADULTO,2025,7,AMBULATORIAL,2,19.31
1139,1.01.01.012,ENDOCRINOLOGIA,PED,2025,7,INTERNAÇÃO HOSPITALAR,5,71.06
1106,1.01.02.001,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,3,161.51
1052,1.01.01.012,REUMATOLOGIA,ADULTO,2025,7,AMBULATORIAL,2,84.79
1125,3.01.02.005,,ADULTO,2025,7,AMBULATORIAL,4,102.71
1109,2.01.01.010,,PED,2025,7,AMBULATORIAL,4,41.04
1078,2.01.01.010,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,1,16.65
1167,1.01.02.001,,ADULTO,2025,7,DOMICILIAR,3,71.21
1003,1.01.02.001,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,4,85.13
1157,1.01.01.012,REUMATOLOGIA,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,5,78.06
1058,2.01.01.010,,PED,2025,7,AMBULATORIAL,3,242.91
1163,1.01.02.001,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,2,122.17
1088,1.01.02.001,,PED,2025,7,INTERNAÇÃO HOSPITALAR,3,131.33
1107,2.01.01.010,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,3,180.93
1188,1.01.02.001,,ADULTO,2025,7,DOMICILIAR,4,126.94
1129,2.01.01.010,,ADULTO,2025,7,DOMICILIAR,1,165.57
1102,1.02.01.003,,ADULTO,2025,7,DOMICILIAR,5,166.2
1075,3.01.02.005,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,3,141.66
1130,1.01.02.001,,ADULTO,2025,7,AMBULATORIAL,1,163.89
1084,1.01.01.012,ORTOPEDIA,PED,2025,7,DOMICILIAR,4,52.63
1063,2.01.01.010,,ADULTO,2025,7,DOMICILIAR,3,133.37
1113,2.01.01.010,,PED,2025,7,AMBULATORIAL,5,125.19
1035,2.01.01.010,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,3,87.34
1169,1.02.01.003,,ADULTO,2025,7,AMBULATORIAL,5,73.04
1149,1.02.01.003,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,3,186.35
1190,1.02.01.003,,PED,2025,7,DOMICILIAR,4,114.77
1061,3.01.02.005,,PED,2025,7,DOMICILIAR,3,89.39
1005,1.01.01.012,REUMATOLOGIA,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,3,43.42
1191,2.01.01.010,,ADULTO,2025,7,AMBULATORIAL,2,62.87
1145,1.02.01.003,,ADULTO,2025,7,DOMICILIAR,1,155.53
1073,1.01.01.012,PEDIATRIA,PED,2025,7,AMBULATORIAL,4,75.69
1099,1.01.01.012,PSIQUIATRIA,PED,2025,7,INTERNAÇÃO HOSPITALAR,2,43.65
1127,3.01.02.005,,ADULTO,2025,7,DOMICILIAR,2,140.79
1001,1.01.02.001,,ADULTO,2025,7,AMBULATORIAL,2,49.05
1018,1.01.02.001,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,5,85.25
1110,2.01.01.010,,PED,2025,7,DOMICILIAR,2,1.76
1052,2.01.01.010,,ADULTO,2025,7,DOMICILIAR,3,140.98
1129,1.01.02.001,,PED,2025,7,DOMICILIAR,4,53.33
1026,3.01.02.005,,ADULTO,2025,7,DOMICILIAR,4,108.32
1169,1.02.01.003,,PED,2025,7,DOMICILIAR,2,58.78
1009,1.02.01.003,,PED,2025,7,DOMICILIAR,4,75.34
1052,3.01.02.005,,ADULTO,2025,7,AMBULATORIAL,4,102.52
1152,1.02.01.003,,PED,2025,7,DOMICILIAR,5,163.67
1168,3.01.02.005,,PED,2025,7,INTERNAÇÃO HOSPITALAR,2,100.18
1091,3.01.02.005,,PED,2025,7,INTERNAÇÃO HOSPITALAR,1,88.85
1015,1.01.02.001,,PED,2025,7,AMBULATORIAL,1,142.27
1046,2.01.01.010,,PED,2025,7,AMBULATORIAL,3,148.46
1070,2.01.01.010,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,1,53.08
1079,1.01.01.012,OTORRINOLARINGOLOGIA,ADULTO,2025,7,DOMICILIAR,4,81.93
1032,1.02.01.003,,PED,2025,7,INTERNAÇÃO HOSPITALAR,1,119.62
1149,1.01.01.012,PNEUMOLOGIA,ADULTO,2025,7,DOMICILIAR,2,107.37
1133,3.01.02.005,,PED,2025,7,DOMICILIAR,4,32.31
1060,1.02.01.003,,PED,2025,7,DOMICILIAR,2,130.46
1103,3.01.02.005,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,1,68.91
1054,1.01.01.012,UROLOGIA,PED,2025,7,INTERNAÇÃO HOSPITALAR,4,90.85
1128,1.01.01.012,PSIQUIATRIA,ADULTO,2025,7,AMBULATORIAL,1,105.22
1076,1.01.02.001,,PED,2025,7,INTERNAÇÃO HOSPITALAR,2,110.01
1092,1.01.01.012,CARDIOLOGIA,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,1,116.91
1077,1.01.01.012,UROLOGIA,PED,2025,7,AMBULATORIAL,5,142.65
1073,1.01.01.012,OTORRINOLARINGOLOGIA,ADULTO,2025,7,DOMICILIAR,5,43.26
1151,1.01.01.012,REUMATOLOGIA,ADULTO,2025,7,AMBULATORIAL,2,123.04
1143,3.01.02.005,,PED,2025,7,INTERNAÇÃO HOSPITALAR,4,147.54
1111,1.01.01.012,ENDOCRINOLOGIA,PED,2025,7,AMBULATORIAL,5,99.43
1148,1.02.01.003,,ADULTO,2025,7,AMBULATORIAL,3,133.93
1157,2.01.01.010,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,4,106.26
1074,1.02.01.003,,ADULTO,2025,7,AMBULATORIAL,5,127.09
1062,1.01.02.001,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,5,120.49
1176,2.01.01.010,,ADULTO,2025,7,AMBULATORIAL,4,103.44
1043,1.01.01.012,NEUROLOGIA,ADULTO,2025,7,DOMICILIAR,3,69.48
1144,1.01.01.012,PSIQUIATRIA,PED,2025,7,AMBULATORIAL,2,118.12
1020,2.01.01.010,,PED,2025,7,AMBULATORIAL,3,192.14
1113,2.01.01.010,,PED,2025,7,DOMICILIAR,4,124.97
1181,3.01.02.005,,ADULTO,2025,7,AMBULATORIAL,2,113.59
1016,1.01.02.001,,PED,2025,7,DOMICILIAR,4,97.74
1160,1.01.02.001,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,1,145.0
1054,2.01.01.010,,ADULTO,2025,7,DOMICILIAR,4,51.5
1153,1.01.02.001,,PED,2025,7,INTERNAÇÃO HOSPITALAR,4,106.63
1170,1.01.02.001,,PED,2025,7,DOMICILIAR,3,103.21
1049,2.01.01.010,,PED,2025,7,INTERNAÇÃO HOSPITALAR,4,52.64
1123,1.02.01.003,,PED,2025,7,AMBULATORIAL,3,83.0
1196,1.01.02.001,,PED,2025,7,DOMICILIAR,3,148.17
1077,3.01.02.005,,ADULTO,2025,7,DOMICILIAR,2,90.83
1155,3.01.02.005,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,1,38.52
1134,1.02.01.003,,ADULTO,2025,7,AMBULATORIAL,1,84.06
1064,1.01.02.001,,PED,2025,7,AMBULATORIAL,3,147.02
1118,2.01.01.010,,PED,2025,7,INTERNAÇÃO HOSPITALAR,4,90.64
1095,1.01.01.012,ENDOCRINOLOGIA,PED,2025,7,INTERNAÇÃO HOSPITALAR,1,103.43
1156,3.01.02.005,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,2,192.05
1058,1.02.01.003,,PED,2025,7,DOMICILIAR,1,98.79
1046,2.01.01.010,,PED,2025,7,INTERNAÇÃO HOSPITALAR,4,199.28
1077,1.02.01.003,,PED,2025,7,AMBULATORIAL,2,135.37
1053,3.01.02.005,,ADULTO,2025,7,AMBULATORIAL,3,36.17
1036,1.02.01.003,,PED,2025,7,DOMICILIAR,1,37.28
1087,1.01.01.012,OFTALMOLOGIA,PED,2025,7,INTERNAÇÃO HOSPITALAR,4,167.21
1164,1.01.02.001,,PED,2025,7,AMBULATORIAL,5,18.29
1140,1.01.01.012,OTORRINOLARINGOLOGIA,ADULTO,2025,7,AMBULATORIAL,3,176.72
1038,2.01.01.010,,ADULTO,2025,7,DOMICILIAR,1,100.85
1171,3.01.02.005,,PED,2025,7,AMBULATORIAL,5,139.91
1119,1.02.01.003,,PED,2025,7,DOMICILIAR,2,79.34
1056,2.01.01.010,,ADULTO,2025,7,AMBULATORIAL,5,22.97
1121,3.01.02.005,,PED,2025,7,INTERNAÇÃO HOSPITALAR,2,221.49
1106,3.01.02.005,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,2,172.88
1040,1.01.02.001,,PED,2025,7,AMBULATORIAL,2,63.44
1180,1.01.02.001,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,1,154.32
1101,1.01.02.001,,PED,2025,7,AMBULATORIAL,5,46.27
1065,1.01.01.012,PNEUMOLOGIA,PED,2025,7,DOMICILIAR,3,91.9
1139,3.01.02.005,,ADULTO,2025,7,DOMICILIAR,5,115.11
1136,1.01.02.001,,ADULTO,2025,7,DOMICILIAR,1,134.04
1103,1.01.02.001,,ADULTO,2025,7,AMBULATORIAL,2,113.34
1130,1.01.02.001,,PED,2025,7,DOMICILIAR,2,85.35
1157,1.01.01.012,ORTOPEDIA,PED,2025,7,INTERNAÇÃO HOSPITALAR,5,136.9
1098,1.02.01.003,,PED,2025,7,AMBULATORIAL,4,128.17
1183,2.01.01.010,,ADULTO,2025,7,AMBULATORIAL,2,56.05
1038,1.02.01.003,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,4,129.2
1138,1.02.01.003,,PED,2025,7,DOMICILIAR,2,152.57
1077,2.01.01.010,,PED,2025,7,AMBULATORIAL,5,151.32
1045,1.01.02.001,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,2,6.68
1093,3.01.02.005,,PED,2025,7,AMBULATORIAL,5,49.69
1075,2.01.01.010,,PED,2025,7,INTERNAÇÃO HOSPITALAR,2,65.29
1101,1.01.02.001,,ADULTO,2025,7,DOMICILIAR,2,106.27
1076,2.01.01.010,,ADULTO,2025,7,AMBULATORIAL,4,190.89
1041,2.01.01.010,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,1,105.77
1104,1.02.01.003,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,3,133.56
1171,2.01.01.010,,PED,2025,7,INTERNAÇÃO HOSPITALAR,1,70.55
1062,1.02.01.003,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,1,67.7
1059,1.01.01.012,CLÍNICA MÉDICA,ADULTO,2025,7,DOMICILIAR,4,107.14
1046,1.01.02.001,,PED,2025,7,DOMICILIAR,3,146.46
1079,1.01.01.012,ORTOPEDIA,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,3,7.55
1097,1.01.02.001,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,3,131.57
1020,1.01.01.012,ENDOCRINOLOGIA,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,3,84.91
1098,2.01.01.010,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,1,99.9
1047,2.01.01.010,,ADULTO,2025,7,DOMICILIAR,4,49.15
1114,1.02.01.003,,PED,2025,7,AMBULATORIAL,5,68.28
1163,3.01.02.005,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,4,121.72
1080,1.02.01.003,,ADULTO,2025,7,AMBULATORIAL,4,87.75
1100,2.01.01.010,,PED,2025,7,DOMICILIAR,4,125.29
1038,1.01.01.012,DERMATOLOGIA,PED,2025,7,AMBULATORIAL,2,80.33
1175,1.02.01.003,,ADULTO,2025,7,AMBULATORIAL,5,65.69
1191,1.02.01.003,,ADULTO,2025,7,DOMICILIAR,1,84.8
1018,1.01.01.012,ENDOCRINOLOGIA,PED,2025,7,AMBULATORIAL,5,93.13
1063,1.01.01.012,OFTALMOLOGIA,ADULTO,2025,7,DOMICILIAR,4,102.02
1114,1.01.01.012,ORTOPEDIA,PED,2025,7,AMBULATORIAL,2,60.07
1128,1.01.01.012,ORTOPEDIA,PED,2025,7,INTERNAÇÃO HOSPITALAR,3,38.04
1092,1.02.01.003,,ADULTO,2025,7,AMBULATORIAL,5,181.87
1178,1.01.02.001,,PED,2025,7,INTERNAÇÃO HOSPITALAR,2,59.06
1041,1.01.01.012,OTORRINOLARINGOLOGIA,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,5,174.04
1047,1.01.01.012,PSIQUIATRIA,PED,2025,7,AMBULATORIAL,1,137.65
1113,2.01.01.010,,ADULTO,2025,7,AMBULATORIAL,2,61.61
1086,1.01.01.012,OTORRINOLARINGOLOGIA,PED,2025,7,AMBULATORIAL,4,126.76
1189,1.01.02.001,,ADULTO,2025,7,DOMICILIAR,5,189.69
1076,1.01.02.001,,ADULTO,2025,7,AMBULATORIAL,2,139.46
1094,1.01.01.012,REUMATOLOGIA,ADULTO,2025,7,DOMICILIAR,3,36.33
1062,3.01.02.005,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,3,54.33
1076,1.01.01.012,GASTROENTEROLOGIA,ADULTO,2025,7,DOMICILIAR,4,84.07
1150,3.01.02.005,,PED,2025,7,AMBULATORIAL,5,127.47
1194,1.02.01.003,,ADULTO,2025,7,AMBULATORIAL,2,157.5
1164,1.02.01.003,,ADULTO,2025,7,DOMICILIAR,5,97.97
1106,1.01.02.001,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,1,21.09
1086,1.01.01.012,GASTROENTEROLOGIA,PED,2025,7,INTERNAÇÃO HOSPITALAR,5,95.08
1127,1.01.01.012,OFTALMOLOGIA,ADULTO,2025,7,DOMICILIAR,1,10.25
1120,2.01.01.010,,ADULTO,2025,7,AMBULATORIAL,1,68.22
1158,1.01.01.012,NEUROLOGIA,PED,2025,7,DOMICILIAR,3,35.23
1146,1.01.01.012,REUMATOLOGIA,ADULTO,2025,7,DOMICILIAR,1,115.7
1125,1.02.01.003,,ADULTO,2025,7,AMBULATORIAL,2,92.5
1136,3.01.02.005,,PED,2025,7,INTERNAÇÃO HOSPITALAR,4,62.07
1085,2.01.01.010,,ADULTO,2025,7,DOMICILIAR,3,114.67
1104,2.01.01.010,,ADULTO,2025,7,DOMICILIAR,2,43.31
1057,2.01.01.010,,PED,2025,7,INTERNAÇÃO HOSPITALAR,1,112.63
1121,1.02.01.003,,ADULTO,2025,7,AMBULATORIAL,1,15.69
1143,1.01.01.012,PSIQUIATRIA,ADULTO,2025,7,AMBULATORIAL,4,72.22
1164,1.01.02.001,,PED,2025,7,AMBULATORIAL,5,99.75
1174,3.01.02.005,,PED,2025,7,AMBULATORIAL,3,110.2
1094,1.01.01.012,DERMATOLOGIA,ADULTO,2025,7,AMBULATORIAL,4,136.13
1156,1.02.01.003,,PED,2025,7,DOMICILIAR,3,170.79
1108,3.01.02.005,,PED,2025,7,INTERNAÇÃO HOSPITALAR,1,177.4
1056,1.01.01.012,DERMATOLOGIA,ADULTO,2025,7,DOMICILIAR,4,53.58
1039,1.02.01.003,,ADULTO,2025,7,AMBULATORIAL,3,95.73
1063,2.01.01.010,,PED,2025,7,DOMICILIAR,2,31.64
1132,1.01.02.001,,ADULTO,2025,7,AMBULATORIAL,2,44.11
1160,1.02.01.003,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,3,148.85
1102,1.01.01.012,PSIQUIATRIA,PED,2025,7,AMBULATORIAL,2,155.44
1154,3.01.02.005,,PED,2025,7,AMBULATORIAL,3,99.88
1022,1.02.01.003,,PED,2025,7,INTERNAÇÃO HOSPITALAR,3,92.3
1117,1.02.01.003,,PED,2025,7,INTERNAÇÃO HOSPITALAR,4,130.13
1116,2.01.01.010,,ADULTO,2025,7,DOMICILIAR,5,189.65
1158,1.01.01.012,UROLOGIA,PED,2025,7,DOMICILIAR,5,138.3
1100,1.02.01.003,,PED,2025,7,DOMICILIAR,2,119.03
1157,2.01.01.010,,ADULTO,2025,7,AMBULATORIAL,2,107.99
1088,2.01.01.010,,ADULTO,2025,7,DOMICILIAR,5,69.17
1187,3.01.02.005,,ADULTO,2025,7,AMBULATORIAL,5,109.02
1029,2.01.01.010,,PED,2025,7,DOMICILIAR,5,96.19
1164,1.02.01.003,,ADULTO,2025,7,AMBULATORIAL,4,164.03
1027,3.01.02.005,,PED,2025,7,INTERNAÇÃO HOSPITALAR,4,24.81
1018,2.01.01.010,,ADULTO,2025,7,DOMICILIAR,3,74.58
1106,1.01.02.001,,PED,2025,7,AMBULATORIAL,1,101.87
1009,1.02.01.003,,PED,2025,7,DOMICILIAR,5,143.73
1029,1.01.02.001,,PED,2025,7,DOMICILIAR,4,79.67
1178,1.01.02.001,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,2,135.38
1031,1.01.02.001,,PED,2025,7,INTERNAÇÃO HOSPITALAR,5,52.69
1165,3.01.02.005,,PED,2025,7,INTERNAÇÃO HOSPITALAR,2,97.18
1150,1.01.01.012,UROLOGIA,PED,2025,7,AMBULATORIAL,5,215.03
1075,1.01.01.012,REUMATOLOGIA,PED,2025,7,INTERNAÇÃO HOSPITALAR,5,119.3
1050,2.01.01.010,,ADULTO,2025,7,AMBULATORIAL,3,12.57
1055,2.01.01.010,,PED,2025,7,AMBULATORIAL,1,60.6
1104,2.01.01.010,,ADULTO,2025,7,DOMICILIAR,1,95.02
1112,3.01.02.005,,PED,2025,7,DOMICILIAR,5,81.29
1070,1.02.01.003,,ADULTO,2025,7,AMBULATORIAL,1,18.49
1192,1.02.01.003,,ADULTO,2025,7,DOMICILIAR,3,81.39
1199,1.01.01.012,CLÍNICA MÉDICA,PED,2025,7,DOMICILIAR,1,116.66
1114,3.01.02.005,,PED,2025,7,AMBULATORIAL,5,40.31
1046,3.01.02.005,,PED,2025,7,INTERNAÇÃO HOSPITALAR,3,142.17
1040,2.01.01.010,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,3,99.75
1125,3.01.02.005,,ADULTO,2025,7,DOMICILIAR,1,162.9
1165,3.01.02.005,,PED,2025,7,INTERNAÇÃO HOSPITALAR,2,120.62
1083,1.02.01.003,,PED,2025,7,INTERNAÇÃO HOSPITALAR,3,60.43
1131,2.01.01.010,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,4,186.36
1180,1.02.01.003,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,2,49.94
1091,3.01.02.005,,ADULTO,2025,7,DOMICILIAR,4,47.32
1050,2.01.01.010,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,1,117.45
1122,1.02.01.003,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,1,97.78
1041,1.02.01.003,,PED,2025,7,AMBULATORIAL,1,218.44
1076,1.01.01.012,GINECOLOGIA,ADULTO,2025,7,DOMICILIAR,4,131.73
1038,2.01.01.010,,ADULTO,2025,7,DOMICILIAR,1,61.69
1040,2.01.01.010,,PED,2025,7,AMBULATORIAL,4,36.05
1084,1.01.01.012,DERMATOLOGIA,PED,2025,7,AMBULATORIAL,4,134.52
1041,3.01.02.005,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,3,116.87
1026,2.01.01.010,,PED,2025,7,DOMICILIAR,4,157.97
1035,1.01.02.001,,PED,2025,7,AMBULATORIAL,2,100.13
1019,2.01.01.010,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,1,64.19
1082,3.01.02.005,,PED,2025,7,DOMICILIAR,3,120.6
1108,1.01.01.012,OTORRINOLARINGOLOGIA,PED,2025,7,DOMICILIAR,4,87.64
1132,1.01.02.001,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,2,94.38
1178,1.01.01.012,OFTALMOLOGIA,PED,2025,7,AMBULATORIAL,2,106.68
1101,1.01.01.012,GINECOLOGIA,PED,2025,7,AMBULATORIAL,5,137.97
1024,1.01.02.001,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,1,66.15
1183,2.01.01.010,,PED,2025,7,DOMICILIAR,4,70.0
1168,1.01.01.012,OFTALMOLOGIA,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,2,125.14
1072,1.01.02.001,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,4,138.93
1086,1.01.02.001,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,4,97.96
1019,2.01.01.010,,ADULTO,2025,7,DOMICILIAR,5,128.6
1133,1.01.01.012,OFTALMOLOGIA,PED,2025,7,AMBULATORIAL,2,81.68
1030,1.01.02.001,,PED,2025,7,DOMICILIAR,5,107.5
1144,2.01.01.010,,PED,2025,7,DOMICILIAR,3,3.75
1096,1.01.02.001,,PED,2025,7,AMBULATORIAL,3,138.53
1189,1.02.01.003,,PED,2025,7,DOMICILIAR,1,136.01
1094,1.01.02.001,,PED,2025,7,AMBULATORIAL,5,60.88
1069,1.02.01.003,,ADULTO,2025,7,AMBULATORIAL,2,134.22
1088,3.01.02.005,,PED,2025,7,INTERNAÇÃO HOSPITALAR,2,138.91
1102,3.01.02.005,,ADULTO,2025,7,DOMICILIAR,2,86.86
1081,2.01.01.010,,ADULTO,2025,7,AMBULATORIAL,4,78.74
1089,1.01.01.012,OFTALMOLOGIA,ADULTO,2025,7,DOMICILIAR,5,70.41
1194,2.01.01.010,,PED,2025,7,AMBULATORIAL,5,131.08
1065,3.01.02.005,,PED,2025,7,AMBULATORIAL,1,190.83
1045,2.01.01.010,,ADULTO,2025,7,DOMICILIAR,3,117.28
1166,1.01.01.012,ENDOCRINOLOGIA,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,4,65.01
1109,1.01.02.001,,ADULTO,2025,7,AMBULATORIAL,3,86.14
1071,2.01.01.010,,ADULTO,2025,7,DOMICILIAR,2,112.7
1180,2.01.01.010,,PED,2025,7,AMBULATORIAL,2,111.98
1173,1.02.01.003,,PED,2025,7,AMBULATORIAL,5,81.28
1025,1.01.01.012,CARDIOLOGIA,PED,2025,7,INTERNAÇÃO HOSPITALAR,1,138.47
1019,3.01.02.005,,PED,2025,7,AMBULATORIAL,5,165.49
1154,1.02.01.003,,ADULTO,2025,7,DOMICILIAR,3,30.82
1166,1.01.01.012,GASTROENTEROLOGIA,ADULTO,2025,7,DOMICILIAR,5,77.63
1029,2.01.01.010,,ADULTO,2025,7,AMBULATORIAL,1,94.47
1132,3.01.02.005,,ADULTO,2025,7,DOMICILIAR,5,101.86
1011,3.01.02.005,,ADULTO,2025,7,DOMICILIAR,1,115.94
1007,1.02.01.003,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,1,137.32
1178,1.01.01.012,OFTALMOLOGIA,PED,2025,7,INTERNAÇÃO HOSPITALAR,2,68.02
1185,2.01.01.010,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,2,157.15
1028,1.01.02.001,,ADULTO,2025,7,AMBULATORIAL,4,85.55
1108,1.01.01.012,PNEUMOLOGIA,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,1,47.34
1042,1.02.01.003,,PED,2025,7,DOMICILIAR,4,107.05
1030,1.01.02.001,,PED,2025,7,INTERNAÇÃO HOSPITALAR,5,78.22
1049,2.01.01.010,,ADULTO,2025,7,AMBULATORIAL,4,117.76
1131,3.01.02.005,,PED,2025,7,INTERNAÇÃO HOSPITALAR,3,70.71
1154,1.01.01.012,OTORRINOLARINGOLOGIA,ADULTO,2025,7,DOMICILIAR,1,119.52
1063,1.01.02.001,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,3,83.53
1191,2.01.01.010,,PED,2025,7,DOMICILIAR,3,6.15
1031,2.01.01.010,,PED,2025,7,DOMICILIAR,4,105.78
1132,1.01.01.012,GINECOLOGIA,ADULTO,2025,7,DOMICILIAR,5,40.55
1078,1.01.02.001,,PED,2025,7,DOMICILIAR,1,41.63
1102,1.02.01.003,,PED,2025,7,AMBULATORIAL,5,33.84
1181,3.01.02.005,,PED,2025,7,AMBULATORIAL,2,163.49
1197,1.01.02.001,,ADULTO,2025,7,AMBULATORIAL,4,245.17
1187,3.01.02.005,,PED,2025,7,DOMICILIAR,3,99.58
1025,1.01.02.001,,PED,2025,7,AMBULATORIAL,2,74.73
1200,1.02.01.003,,PED,2025,7,DOMICILIAR,3,51.96
1140,2.01.01.010,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,1,69.31
1052,3.01.02.005,,ADULTO,2025,7,DOMICILIAR,1,21.19
1133,1.01.02.001,,PED,2025,7,DOMICILIAR,3,139.31
1122,3.01.02.005,,PED,2025,7,INTERNAÇÃO HOSPITALAR,5,46.1
1131,1.01.01.012,UROLOGIA,ADULTO,2025,7,AMBULATORIAL,4,69.84
1157,1.01.02.001,,ADULTO,2025,7,DOMICILIAR,5,74.89
1107,1.01.02.001,,PED,2025,7,DOMICILIAR,2,132.93
1061,1.01.01.012,GASTROENTEROLOGIA,ADULTO,2025,7,DOMICILIAR,3,138.65
1060,1.02.01.003,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,2,56.34
1193,1.02.01.003,,PED,2025,7,INTERNAÇÃO HOSPITALAR,4,62.89
1144,1.01.01.012,PEDIATRIA,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,1,145.16
1021,1.01.01.012,DERMATOLOGIA,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,3,128.99
1093,1.01.01.012,PEDIATRIA,PED,2025,7,INTERNAÇÃO HOSPITALAR,5,91.8
1199,1.02.01.003,,ADULTO,2025,7,DOMICILIAR,1,151.29
1165,1.02.01.003,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,1,133.89
1062,1.01.01.012,OTORRINOLARINGOLOGIA,PED,2025,7,INTERNAÇÃO HOSPITALAR,4,109.02
1120,3.01.02.005,,ADULTO,2025,7,DOMICILIAR,4,30.16
1066,2.01.01.010,,PED,2025,7,INTERNAÇÃO HOSPITALAR,2,15.25
1193,1.01.01.012,REUMATOLOGIA,ADULTO,2025,7,AMBULATORIAL,1,87.01
1131,1.02.01.003,,ADULTO,2025,7,INTERNAÇÃO HOSPITALAR,4,157.68
1143,1.01.02.001,,PED,2025,7,AMBULATORIAL,1,72.35
1183,2.01.01.010,,PED,2025,7,INTERNAÇÃO HOSPITALAR,2,64.79
1049,1.02.01.003,,ADULTO,2025,7,AMBULATORIAL,3,110.67
1158,1.01.02.001,,ADULTO,2025,7,DOMICILIAR,2,134.28
1093,2.01.01.010,,PED,2025,7,DOMICILIAR,2,69.99
1115,1.02.01.003,,ADULTO,2025,7,AMBULATORIAL,1,112.37
